School Name,u_school_id,school_district,school_district_id,total_students,teachers,student_teacher_ratio,lunch_free_count,lunch_reduced_count,lunch_total_count,9th,10th,11th,12th,demo_pct_American Indian,demo_pct_Asian,demo_pct_Black,demo_pct_Hispanic,demo_pct_Pacific Islander,demo_pct_White,demo_pct_Two_or_More,Male,Female,HS_ENROLL,Coed,Relig,Community_Type,Charter,Magnet,Relig_subtype,Title 1 School,Title 1 School Wide,type,Street Address,City,State,ZIP,PSS_COUNTY_NO,County FIPS,Locale,County Name
Link Learning Belding,2.61E+11,Berrien Springs Public Schools,2605430,85,2,42.5,55,3,58,23,22,31,9,0,0.011764706,0,0.094117647,0.011764706,0.8,0.082352941,0.470588235,0.529411765,76,Yes,None,Rural,No,No,No,Yes,Yes,public,9057 Belding Road 2,Belding,MI,48809,,,Rural: Fringe,
Link Learning Escanaba,2.61E+11,Berrien Springs Public Schools,2605430,181,1,181,121,7,128,45,42,51,43,0.071823204,0,0.005524862,0.038674033,0,0.839779006,0.044198895,0.375690608,0.624309392,138,Yes,None,Town,No,No,No,Yes,Yes,public,1620 Ludington St,Escanaba,MI,49829,,,Town: Remote,
Link Learning Grand Rapids Alger Heights,2.61E+11,Berrien Springs Public Schools,2605430,230,4,57.5,191,4,195,55,56,78,41,0,0.004347826,0.382608696,0.417391304,0,0.126086957,0.069565217,0.456521739,0.543478261,189,Yes,None,City,No,No,No,Yes,Yes,public,2431 EASTERN AVE SE,GRAND RAPIDS,MI,49507,,,City: Midsize,
Link Learning Grand Rapids Fuller Ave,2.61E+11,Berrien Springs Public Schools,2605430,178,2,89,140,4,144,51,48,49,30,0.005617978,0,0.337078652,0.280898876,0,0.235955056,0.140449438,0.426966292,0.573033708,148,Yes,None,City,No,No,No,Yes,Yes,public,1309 LEONARD ST NE,GRAND RAPIDS,MI,49505,,,City: Midsize,
Link Learning Howard CityTri County,2.61E+11,Berrien Springs Public Schools,2605430,79,2,39.5,53,2,55,25,23,24,7,0,0,0.012658228,0.113924051,0,0.835443038,0.037974684,0.443037975,0.556962025,72,Yes,None,Rural,No,No,No,Yes,Yes,public,412 EAST EDGERTON ST 207,HOWARD CITY,MI,49329,,,Rural: Distant,
Link Learning Kenowa Hills,2.61E+11,Berrien Springs Public Schools,2605430,190,3,63.33,141,7,148,55,45,55,35,0.005263158,0,0.121052632,0.257894737,0,0.547368421,0.068421053,0.415789474,0.584210526,155,Yes,None,Suburban,No,No,No,Yes,Yes,public,3233 Alpine Avenue NW,Grand Rapids,MI,49544,,,Suburb: Large,
Link Learning Lakeview,2.61E+11,Berrien Springs Public Schools,2605430,80,1,80,51,2,53,20,17,28,15,0,0,0,0.0625,0,0.925,0.0125,0.5875,0.4125,65,Yes,None,Rural,No,No,No,Yes,Yes,public,9720 N GREENVILLE RD,LAKEVIEW,MI,48850,,,Rural: Distant,
Link Learning Menominee,2.61E+11,Berrien Springs Public Schools,2605430,104,2,52,61,2,63,27,27,32,18,0.019230769,0,0.019230769,0.086538462,0,0.865384615,0.009615385,0.394230769,0.605769231,86,Yes,None,Town,No,No,No,No,†,public,955 1ST ST,MENOMINEE,MI,49858,,,Town: Distant,
Link Learning Merrill,2.61E+11,Berrien Springs Public Schools,2605430,91,1,91,63,3,66,29,30,17,15,0,0,0.10989011,0.164835165,0,0.703296703,0.021978022,0.450549451,0.549450549,76,Yes,None,Rural,No,No,No,Yes,Yes,public,148 N MIDLAND ST,MERRILL,MI,48637,,,Rural: Distant,
Link Learning Schoolcraft,2.61E+11,Berrien Springs Public Schools,2605430,163,1,163,127,3,130,53,39,42,29,0.006134969,0,0.055214724,0.104294479,0,0.754601227,0.079754601,0.45398773,0.54601227,134,Yes,None,Town,No,No,No,Yes,Yes,public,210 ENTERPRISE DR,THREE RIVERS,MI,49093,,,Town: Fringe,
Link Learning St Louis,2.61E+11,Berrien Springs Public Schools,2605430,135,1,135,100,3,103,34,33,45,23,0.007407407,0,0.022222222,0.17037037,0,0.785185185,0.014814815,0.451851852,0.548148148,112,Yes,None,Town,No,No,No,Yes,Yes,public,227 N Mill,St Louis,MI,48880,,,Town: Distant,
Link Learning StantonCentral Montcalm,2.61E+11,Berrien Springs Public Schools,2605430,114,1,114,93,1,94,29,40,30,15,0,0,0.00877193,0.105263158,0,0.859649123,0.026315789,0.412280702,0.587719298,99,Yes,None,Rural,No,No,No,Yes,Yes,public,710 N STATE ST,STANTON,MI,48888,,,Rural: Distant,
Litchfield High School,2.62E+11,Litchfield Community Schools,2621750,140,7.34,19.07,98,1,99,18,22,19,,0,0,0,0.035714286,0,0.871428571,0.092857143,0.464285714,0.535714286,59,Yes,None,Rural,No,No,No,Yes,Yes,public,210 WILLIAMS ST,LITCHFIELD,MI,49252,,,Rural: Distant,
Lowell Senior High School,2.62E+11,Lowell Area Schools,2622050,1125,56.32,19.98,217,45,262,298,279,281,267,0.002666667,0.009777778,0.007111111,0.047111111,0,0.910222222,0.023111111,0.512888889,0.487111111,858,Yes,None,Rural,No,No,No,No,†,public,11700 VERGENNES ST,LOWELL,MI,49331,,,Rural: Fringe,
Loy Norrix High School,2.62E+11,Kalamazoo Public Schools,2619950,1807,65.89,27.42,"1,039",93,"1,132",708,452,344,303,0.001106807,0.012728279,0.28223575,0.191477587,0,0.399003874,0.113447703,0.499723298,0.500276702,1504,Yes,None,City,No,No,No,Yes,Yes,public,606 EAST KILGORE RD,KALAMAZOO,MI,49001,,,City: Small,
Ludington High School,2.62E+11,Ludington Area School District,2622200,704,33.77,20.85,277,28,305,192,184,168,160,0.004261364,0.012784091,0.012784091,0.120738636,0.002840909,0.789772727,0.056818182,0.497159091,0.502840909,544,Yes,None,Town,No,No,No,No,†,public,809 EAST TINKHAM AVE,LUDINGTON,MI,49431,,,Town: Remote,
Mackinaw High School,2.63E+11,Saginaw Township Community Schools,2630450,149,6,24.83,116,3,119,51,56,19,23,0,0.006711409,0.255033557,0.234899329,0,0.483221477,0.020134228,0.516778523,0.483221477,126,Yes,None,Suburban,No,No,No,Yes,Yes,public,2775 SHATTUCK RD,SAGINAW,MI,48603,,,Suburb: Midsize,
Madison Academy High School,2.60E+11,Madison Academy,2600317,243,104,2.34,206,15,221,78,64,53,48,0.004115226,0,0.761316872,0.04526749,0,0.160493827,0.028806584,0.473251029,0.526748971,195,Yes,None,Suburban,Yes,No,Yes,Yes,Yes,public,3266 South Genesee Road,Burton,MI,48519,,,Suburb: Large,
Madison High School,2.62E+11,Madison District Public Schools,2622290,284,16.4,17.32,217,13,230,67,77,78,62,0.003521127,0.021126761,0.584507042,0.021126761,0,0.330985915,0.038732394,0.528169014,0.471830986,222,Yes,None,Suburban,No,No,No,Yes,Yes,public,915 EAST 11 MILE RD,MADISON HEIGHTS,MI,48071,,,Suburb: Large,
Madison High School,2.62E+11,Madison School District (lenawee),2622320,427,23.05,18.52,180,17,197,150,110,86,81,0.00234192,0.004683841,0.021077283,0.320843091,0,0.620608899,0.030444965,0.466042155,0.533957845,346,Yes,None,Town,No,Yes,No,No,†,public,3498 TREAT HWY,ADRIAN,MI,49221,,,Town: Distant,
Madison Preparatory High School,2.62E+11,Madison District Public Schools,2622290,26,2,13,24,0,24,0,1,6,19,0,0,0.653846154,0,0,0.346153846,0,0.730769231,0.269230769,7,Yes,None,Suburban,No,No,No,Yes,Yes,public,915 E 11 MILE RD,MADISON HTS,MI,48071,,,Suburb: Large,
MALC,2.62E+11,Millington Community Schools,2623910,19,0.5,38,16,0,16,4,5,6,4,0,0,0.052631579,0,0,0.894736842,0.052631579,0.421052632,0.578947368,15,Yes,None,Rural,No,Yes,No,Yes,Yes,public,8664 DEAN DR,MILLINGTON,MI,48746,,,Rural: Distant,
Malcolm High School,2.63E+11,Sault STE. Marie Area Schools,2630990,77,5.48,14.05,52,5,57,6,17,28,26,0.467532468,0,0.025974026,0,0,0.493506494,0.012987013,0.571428571,0.428571429,51,Yes,None,Rural,No,Yes,No,Yes,Yes,public,5788 S M 129,SAULT S MARIE,MI,49783,,,Rural: Fringe,
Malcolm Williams School,2.68E+11,Ingham Isd,2680520,15,2,7.5,10,0,10,7,3,2,,0,0,0.733333333,0.133333333,0,0.133333333,0,1,0,12,Yes,None,Rural,No,No,No,No,†,public,PO Box 98,Onondaga,MI,49264,,,Rural: Distant,
Mancelona High School,2.62E+11,Mancelona Public Schools,2622350,279,13.5,20.67,184,8,192,64,81,79,55,0,0.003584229,0.007168459,0.046594982,0,0.910394265,0.032258065,0.480286738,0.519713262,224,Yes,None,Rural,No,No,No,Yes,Yes,public,112 ST JOHNS AVE,MANCELONA,MI,49659,,,Rural: Remote,
Manchester JuniorSenior High School,2.62E+11,Manchester Community Schools,2622380,388,18.26,21.25,64,12,76,74,66,82,58,0,0,0.00257732,0.038659794,0,0.940721649,0.018041237,0.530927835,0.469072165,222,Yes,None,Rural,No,No,No,Yes,No,public,20500 DUTCH DR,MANCHESTER,MI,48158,,,Rural: Distant,
Manistee Middle High School,2.62E+11,Manistee Area Public Schools,2622410,742,37.8,19.63,337,38,375,104,103,92,,0.028301887,0.009433962,0.020215633,0.040431267,0,0.877358491,0.02425876,0.508086253,0.491913747,299,Yes,None,Town,No,No,No,No,†,public,525 12TH ST,MANISTEE,MI,49660,,,Town: Remote,
Manistique Middle and High School,2.62E+11,Manistique Area Schools,2622470,427,20.88,20.45,201,94,295,86,49,60,,0.220140515,0.004683841,0,0.018735363,0,0.754098361,0.00234192,0.508196721,0.491803279,195,Yes,None,Town,No,No,No,Yes,Yes,public,100 NORTH CEDAR ST,MANISTIQUE,MI,49854,,,Town: Remote,
Manton Consolidated High School,2.62E+11,Manton Consolidated Schools,2622500,272,16.42,16.57,130,3,133,60,86,50,76,0,0.003676471,0.003676471,0.036764706,0,0.922794118,0.033088235,0.522058824,0.477941176,196,Yes,None,Rural,No,No,No,Yes,Yes,public,105 5TH ST,MANTON,MI,49663,,,Rural: Distant,
Maple Grove Alternative High School,2.64E+11,Woodhaven-brownstown School District,2636485,78,2,39,31,4,35,2,4,7,65,0.012820513,0.025641026,0.192307692,0.064102564,0,0.666666667,0.038461538,0.487179487,0.512820513,13,Yes,None,Suburban,No,No,No,Yes,Yes,public,24787 VAN HORN RD,BROWNSTOWN,MI,48134,,,Suburb: Large,
Maple Valley JrSr High School,2.62E+11,Maple Valley Schools,2622620,391,19.95,19.6,176,15,191,59,72,64,71,0.002557545,0,0.002557545,0.046035806,0,0.923273657,0.025575448,0.493606138,0.506393862,195,Yes,None,Rural,No,Yes,No,Yes,Yes,public,11090 NASHVILLE HWY,VERMONTVILLE,MI,49096,,,Rural: Distant,
Maple Valley Pathways High School,2.62E+11,Maple Valley Schools,2622620,11,1,11,7,0,7,0,1,3,7,0,0,0,0,0,1,0,0.545454545,0.454545455,4,Yes,None,Rural,No,Yes,No,Yes,Yes,public,11090 NASHVILLE HWY,VERMONTVILLE,MI,49096,,,Rural: Distant,
Marcellus High School,2.62E+11,Marcellus Community Schools,2622740,187,11,17,90,15,105,46,43,41,57,0,0.021390374,0.026737968,0.016042781,0.005347594,0.909090909,0.021390374,0.454545455,0.545454545,130,Yes,None,Rural,No,No,No,Yes,Yes,public,PO Box 48,Marcellus,MI,49067,,,Rural: Distant,
Marine City High School,2.61E+11,East China School District,2612420,537,27.72,19.37,166,22,188,123,146,136,132,0,0.005586592,0.003724395,0.016759777,0,0.968342644,0.005586592,0.504655493,0.495344507,405,Yes,None,Suburban,No,Yes,No,No,†,public,1085 WARD ST,MARINE CITY,MI,48039,,,Suburb: Small,
Marion High School,2.62E+11,Marion Public Schools,2622800,223,11.29,19.75,144,22,166,47,45,43,37,0.004484305,0.004484305,0.00896861,0.031390135,0,0.946188341,0.004484305,0.520179372,0.479820628,135,Yes,None,Rural,No,No,No,Yes,Yes,public,PO Box O,Marion,MI,49665,,,Rural: Remote,
Marlette JrSr High School,2.62E+11,Marlette Community Schools,2622860,321,17.34,18.51,165,15,180,56,60,38,57,0,0,0.003115265,0.074766355,0,0.881619938,0.040498442,0.470404984,0.529595016,154,Yes,None,Rural,No,No,No,Yes,Yes,public,3051 MOORE ST,MARLETTE,MI,48453,,,Rural: Remote,
Marquette Senior High School,2.60E+11,Marquette Area Public Schools,2600013,968,48.99,19.76,194,21,215,270,236,238,221,0.020661157,0.005165289,0.008264463,0.01446281,0.003099174,0.886363636,0.061983471,0.515495868,0.484504132,744,Yes,None,Town,No,No,No,No,†,public,1203 WEST FAIR AVE,MARQUETTE,MI,49855,,,Town: Remote,
Marshall High School,2.62E+11,Marshall Public Schools,2622970,749,38.45,19.48,221,18,239,204,196,152,197,0.002670227,0.012016021,0.09212283,0.081441923,0,0.769025367,0.042723632,0.485981308,0.514018692,552,Yes,None,Town,No,No,No,No,†,public,701 NORTH MARSHALL AVE,MARSHALL,MI,49068,,,Town: Fringe,
Marshall Opportunity High School,2.62E+11,Marshall Public Schools,2622970,110,6.12,17.97,77,2,79,4,38,37,31,0,0,0.318181818,0.027272727,0,0.618181818,0.036363636,0.572727273,0.427272727,79,Yes,None,Town,No,No,No,Yes,Yes,public,225 Watson Street,Albion,MI,49224,,,Town: Fringe,
Martin High School,2.62E+11,Martin Public Schools,2622980,329,29.37,11.2,154,6,160,50,47,42,,0,0.006079027,0.015197568,0.127659574,0,0.829787234,0.021276596,0.531914894,0.468085106,139,Yes,None,Rural,No,No,No,Yes,Yes,public,1556 CHALMERS,MARTIN,MI,49070,,,Rural: Distant,
Martin Luther King Jr Senior High School,2.60E+11,Detroit Public Schools Community District,2601103,807,49.6,16.27,590,11,601,173,169,263,202,0.001239157,0.001239157,0.996282528,0,0.001239157,0,0,0.494423792,0.505576208,605,Yes,None,City,No,No,No,Yes,Yes,public,3200 EAST LAFAYETTE ST,DETROIT,MI,48207,,,City: Large,
Marysville High School,2.62E+11,Marysville Public Schools,2623040,798,37,21.57,195,9,204,210,183,197,208,0.001253133,0.002506266,0.010025063,0.026315789,0.001253133,0.948621554,0.010025063,0.483709273,0.516290727,590,Yes,None,Suburban,No,No,No,No,†,public,555 East Huron Blvd,MARYSVILLE,MI,48040,,,Suburb: Small,
Mason County Central HS,2.62E+11,Mason County Central Schools,2623130,392,18.26,21.47,184,13,197,129,89,90,84,0.007653061,0.005102041,0.012755102,0.068877551,0,0.87755102,0.028061224,0.525510204,0.474489796,308,Yes,None,Rural,No,No,No,Yes,Yes,public,300 WEST BROADWAY AVE,SCOTTVILLE,MI,49454,,,Rural: Distant,
Mason County Eastern Junior HighHigh School,2.62E+11,Mason County Eastern Schools,2623160,185,9,20.56,111,12,123,33,24,25,44,0.010810811,0,0.010810811,0.032432432,0,0.891891892,0.054054054,0.47027027,0.52972973,82,Yes,None,Rural,No,No,No,Yes,Yes,public,18 SOUTH MAIN ST,CUSTER,MI,49405,,,Rural: Distant,
Mason High School,2.62E+11,Mason Public Schools (ingham),2623070,1013,50.9,19.9,232,27,259,282,249,226,256,0.001974334,0.012833169,0.014807502,0.081934847,0.001974334,0.849950642,0.036525173,0.49851925,0.50148075,757,Yes,None,Suburban,No,No,No,No,†,public,1001 SOUTH BARNES ST,MASON,MI,48854,,,Suburb: Large,
Mason Senior High School,2.62E+11,Mason Consolidated Schools (monroe),2623100,335,17.77,18.85,112,8,120,93,87,85,70,0.014925373,0.002985075,0.017910448,0.086567164,0,0.871641791,0.005970149,0.549253731,0.450746269,265,Yes,None,Rural,No,No,No,No,†,public,2400 MASON EAGLE DR,ERIE,MI,48133,,,Rural: Fringe,
Mason Virtual Academy,2.62E+11,Mason Consolidated Schools (monroe),2623100,16,1.23,13.01,6,0,6,4,4,4,,0,0,0.125,0.1875,0,0.6875,0,0.375,0.625,12,Yes,None,Rural,No,No,No,Yes,Yes,public,2400 Mason Eagle Drive,Erie,MI,48133,,,Rural: Fringe,
Mattawan High School,2.62E+11,Mattawan Consolidated School,2623250,1185,57.3,20.68,171,18,189,312,280,292,301,0.004219409,0.016877637,0.023628692,0.051476793,0,0.858227848,0.04556962,0.512236287,0.487763713,884,Yes,None,Suburban,No,No,No,No,†,public,56720 MURRAY ST,MATTAWAN,MI,49071,,,Suburb: Midsize,
Maurice Spear Campus,2.68E+11,Lenawee Isd,2680680,32,4.42,7.24,24,0,24,10,,,,0.03125,0,0.0625,0.09375,0,0.8125,0,0.90625,0.09375,10,Yes,None,Rural,No,No,No,No,†,public,2910 AIRPORT RD,ADRIAN,MI,49221,,,Rural: Fringe,
Mayville Middle High School,2.62E+11,Mayville Community School District,2623280,321,14.49,22.15,198,22,220,51,51,36,,0.003115265,0.003115265,0.003115265,0.049844237,0,0.919003115,0.021806854,0.53894081,0.46105919,138,Yes,None,Rural,No,No,No,Yes,Yes,public,6250 FULTON ST,MAYVILLE,MI,48744,,,Rural: Distant,
McBain High School,2.62E+11,Mcbain Rural Agricultural Schools,2623310,283,13.87,20.4,102,14,116,81,82,63,57,0.007067138,0,0,0.070671378,0,0.901060071,0.021201413,0.473498233,0.526501767,226,Yes,None,Rural,No,No,No,No,†,public,107 EAST MAPLE ST,MC BAIN,MI,49657,,,Rural: Distant,
Melvindale High School,2.62E+11,Melvindale-north Allen Park Schools,2623460,973,44.49,21.87,751,41,792,344,278,181,170,0,0.007194245,0.078108941,0.277492292,0,0.634121274,0.003083248,0.558067831,0.441932169,803,Yes,None,Suburban,No,No,No,Yes,Yes,public,18656 PROSPECT ST,MELVINDALE,MI,48122,,,Suburb: Large,
Memphis JuniorSenior High School,2.62E+11,Memphis Community Schools,2623490,430,26.17,16.43,139,13,152,61,56,63,,0,0.004651163,0.006976744,0.011627907,0,0.972093023,0.004651163,0.534883721,0.465116279,180,Yes,None,Rural,No,No,No,Yes,No,public,34130 BORDMAN RD,MEMPHIS,MI,48041,,,Rural: Distant,
Mendon MiddleHigh School,2.62E+11,Mendon Community School District,2623520,277,13.37,20.72,109,25,134,55,33,37,,0,0.007220217,0.028880866,0.032490975,0,0.909747292,0.02166065,0.512635379,0.487364621,125,Yes,None,Rural,No,No,No,Yes,Yes,public,148 KIRBY RD,MENDON,MI,49072,,,Rural: Distant,
Menominee High School,2.62E+11,Menominee Area Public Schools,2623550,360,21.08,17.08,127,13,140,94,90,85,91,0,0.005555556,0.016666667,0.025,0.002777778,0.922222222,0.027777778,0.519444444,0.480555556,269,Yes,None,Town,No,No,No,No,†,public,2101 18TH ST,MENOMINEE,MI,49858,,,Town: Distant,
Meridian Early College High School,2.62E+11,Meridian Public Schools,2623580,436,23,18.96,155,11,166,119,99,87,131,0,0.004587156,0.006880734,0.02293578,0,0.935779817,0.029816514,0.532110092,0.467889908,305,Yes,None,Rural,No,No,No,No,†,public,3303 N MERIDIAN RD,SANFORD,MI,48657,,,Rural: Fringe,
Merrill High School,2.62E+11,Merrill Community Schools,2623610,202,8.46,23.88,85,25,110,43,55,57,47,0.004950495,0,0,0.054455446,0,0.910891089,0.02970297,0.455445545,0.544554455,155,Yes,None,Rural,No,No,No,Yes,Yes,public,555 WEST ALICE ST,MERRILL,MI,48637,,,Rural: Distant,
Mesick Consolidated JrSr High School,2.62E+11,Mesick Consolidated Schools,2623670,326,17.33,18.81,194,21,215,57,47,51,,0.015337423,0,0.012269939,0.021472393,0,0.929447853,0.021472393,0.515337423,0.484662577,155,Yes,None,Rural,No,No,No,Yes,Yes,public,PO Box 275,Mesick,MI,49668,,,Rural: Remote,
Michigan Center JrSr High School,2.62E+11,Michigan Center School District,2623790,602,32.18,18.71,237,35,272,108,95,91,101,0,0.006644518,0.013289037,0.03654485,0,0.882059801,0.061461794,0.53986711,0.46013289,294,Yes,None,Suburban,No,No,No,No,†,public,400 S STATE ST,MICHIGAN CENTER,MI,49254,,,Suburb: Small,
Michigan Collegiate MiddleHigh School,2.60E+11,Conner Creek Academy East,2600210,643,24.84,25.89,587,8,595,141,111,136,,0,0.00622084,0.976671851,0.00311042,0,0.00466563,0.00933126,0.525660964,0.474339036,388,Yes,None,City,Yes,No,Yes,Yes,Yes,public,31330 RYAN RD,WARREN,MI,48092,,,City: Midsize,
Michigan Cyber Academy,2.62E+11,Hazel Park School District Of The City Of,2618030,303,2,151.5,228,1,229,76,69,94,64,0.00330033,0.00990099,0.633663366,0.02970297,0,0.303630363,0.01980198,0.508250825,0.491749175,239,Yes,None,Suburban,No,No,No,No,†,public,1620 EAST ELZA AVE,HAZEL PARK,MI,48030,,,Suburb: Large,
Michigan Online School,2.60E+11,Michigan Online School,2601112,838,31,27.03,686,20,706,188,156,135,,0.003579952,0.009546539,0.250596659,0.084725537,0.001193317,0.556085919,0.094272076,0.459427208,0.540572792,479,Yes,None,Rural,Yes,No,Yes,Yes,Yes,public,209 S STATE ST,GOBLES,MI,49055,,,Rural: Distant,
Midland High School,2.62E+11,Midland Public Schools,2623820,1238,64.45,19.21,392,51,443,324,270,289,355,0.005654281,0.010500808,0.022617124,0.042003231,0.002423263,0.89095315,0.025848142,0.487883683,0.512116317,883,Yes,None,City,No,No,No,Yes,No,public,1301 EASTLAWN DR,MIDLAND,MI,48642,,,City: Small,
Milan Alternative Education,2.62E+11,Milan Area Schools,2623850,19,3,6.33,9,1,10,3,11,2,3,0,0,0.052631579,0.105263158,0,0.842105263,0,0.578947368,0.421052632,16,Yes,None,Town,No,No,No,Yes,No,public,920 North Street,Milan,MI,48160,,,Town: Fringe,
Milan High School,2.62E+11,Milan Area Schools,2623850,591,41.78,14.15,129,8,137,160,151,147,133,0.011844332,0.008460237,0.028764805,0.059221658,0.003384095,0.847715736,0.040609137,0.517766497,0.482233503,458,Yes,None,Rural,No,No,No,No,†,public,200 BIG RED DR,MILAN,MI,48160,,,Rural: Fringe,
Milford High School,2.62E+11,Huron Valley Schools,2618990,1279,58.4,21.9,264,29,293,316,302,319,321,0.004691165,0.017982799,0.012509773,0.035965598,0.002345582,0.901485536,0.025019547,0.501954652,0.498045348,937,Yes,None,Rural,No,No,No,No,†,public,2380 SOUTH MILFORD RD,HIGHLAND,MI,48357,,,Rural: Fringe,
Millington High School,2.62E+11,Millington Community Schools,2623910,397,17.92,22.15,168,15,183,103,100,98,96,0.005037783,0.007556675,0.020151134,0.010075567,0.002518892,0.947103275,0.007556675,0.531486146,0.468513854,301,Yes,None,Rural,No,No,No,No,†,public,8780 DEAN DR,MILLINGTON,MI,48746,,,Rural: Distant,
MioAuSable High School,2.62E+11,Mio-ausable Schools,2624000,283,15.71,18.01,180,9,189,51,41,36,,0.003533569,0,0.010600707,0.03180212,0,0.922261484,0.03180212,0.572438163,0.427561837,128,Yes,None,Rural,No,No,No,Yes,Yes,public,1110 WEST 8TH ST,MIO,MI,48647,,,Rural: Remote,
Mona Shores High School,2.62E+11,Mona Shores Public School District,2624120,1297,63.9,20.3,471,55,526,334,346,314,303,0.00539707,0.020817271,0.131071704,0.062451812,0,0.736314572,0.043947571,0.522744796,0.477255204,994,Yes,None,Suburban,No,No,No,No,†,public,1121 SEMINOLE RD,MUSKEGON,MI,49441,,,Suburb: Midsize,
Monroe County Middle College,2.68E+11,Monroe Isd,2680820,356,10,35.6,84,0,84,70,64,72,150,0.002808989,0.002808989,0.016853933,0.04494382,0,0.904494382,0.028089888,0.443820225,0.556179775,206,Yes,None,Rural,No,No,No,No,†,public,1101 South Raisinville Rd,Monroe,MI,48161,,,Rural: Fringe,
Monroe County Youth Center,2.68E+11,Monroe Isd,2680820,6,0.98,6.12,‡,‡,‡,2,1,,,0,0,0.166666667,0,0,0.666666667,0.166666667,0.833333333,0.166666667,3,Yes,None,Suburban,No,No,No,No,†,public,1101 SOUTH RAISINVILLE RD,MONROE,MI,48161,,,Suburb: Small,
Monroe High School,2.62E+11,Monroe Public Schools,2624150,1357,65.15,20.83,542,14,556,386,338,323,310,0.001473839,0.006632277,0.11274871,0.086956522,0.00073692,0.756816507,0.034635225,0.47826087,0.52173913,1047,Yes,None,Suburban,No,No,No,No,†,public,901 HERR RD,MONROE,MI,48161,,,Suburb: Small,
Montabella JuniorSenior High,2.61E+11,Montabella Community Schools,2612960,404,21.84,18.5,244,44,288,51,60,51,,0.012376238,0,0,0.047029703,0,0.881188119,0.059405941,0.544554455,0.455445545,162,Yes,None,Rural,No,No,No,Yes,Yes,public,1324 EAST NORTH COUNTY LINE RD,BLANCHARD,MI,49310,,,Rural: Remote,
